Customer_ID,Name,Age,Gender,City,Ticket_Type,Payment_Method,Travel_Frequency,Start_Station,End_Station,Ticket_Price,Travel_Date,Metro Line,Latitude,Longitude
CUST1037,Michael Dorsey,56,Female,Pune,Single,UPI,Occasionally,Anand Nagar,Bhosari,10,04-04-2022,Aqua Line,18.4956,73.8139
CUST1038,Anita Gregory,34,Female,Nashik,Return,UPI,Occasionally,Swargate,Mandai,10,23-06-2023,Purple Line,18.5018,73.8586
CUST1039,Jacob Steele,38,Female,Aurangabad,Monthly Pass,Credit Card,Daily,Mandai,Bhosari,22,14-08-2022,Purple Line,18.51,73.856
CUST1040,Mitchell Jackson,64,Female,Mumbai,Return,Net Banking,Daily,Bhosari,Phugewadi,10,17-12-2022,Purple Line,18.6188,73.8136
CUST1041,Sharon Johnson,47,Male,Pune,Monthly Pass,Cash,Daily,Nal Stop,Kasba Peth,18,15-11-2023,Aqua Line,18.5083,73.8296
CUST1042,Travis Chapman,25,Female,Nagpur,Return,Credit Card,Occasionally,Bhosari,Yerwada,28,02-02-2022,Purple Line,18.6188,73.8136
CUST1043,Sandra Frank,53,Female,Nashik,Return,Credit Card,Weekly,Bopodi,Kasarwadi,12,12-01-2023,Purple Line,18.5645,73.8456
CUST1044,Hunter Williams,58,Male,Nashik,Single,Net Banking,Weekly,Nal Stop,Bhosari,10,29-11-2022,Aqua Line,18.5083,73.8296
CUST1045,Edward Powers,31,Female,Mumbai,Return,Net Banking,Weekly,Vanaz,Kasba Peth,24,19-04-2023,Aqua Line,18.5005,73.8077
CUST1046,Robert Allison,21,Female,Nashik,Return,UPI,Daily,Bopodi,Pune Railway Station,14,15-07-2024,Purple Line,18.5645,73.8456
CUST1047,Kevin Trevino,59,Male,Nagpur,Monthly Pass,Credit Card,Weekly,Ruby Hall Clinic,Yerwada,10,07-09-2022,Aqua Line,18.5341,73.8795
CUST1048,Lisa Wade,30,Male,Nashik,Return,UPI,Occasionally,Bhosari,Garware College,10,03-01-2022,Purple Line,18.6188,73.8136
CUST1049,James Richmond,59,Male,Aurangabad,Return,Cash,Weekly,PMC,District Court,10,27-12-2024,Aqua Line,18.5169,73.8535
CUST1050,Brett Kline,44,Male,Pune,Single,UPI,Occasionally,Dapodi,Vanaz,16,26-12-2023,Purple Line,18.5783,73.8381
CUST1051,Lisa Brown,45,Female,Nashik,Return,Net Banking,Occasionally,Bhosari,Bund Garden,26,16-03-2023,Purple Line,18.6188,73.8136
CUST1052,Patricia Yates,46,Female,Pune,Monthly Pass,UPI,Daily,Ideal Colony,Dapodi,12,09-09-2022,Aqua Line,18.4942,73.8203
CUST1053,Crystal White,48,Male,Nashik,Monthly Pass,Cash,Weekly,Bopodi,Garware College,10,09-12-2022,Purple Line,18.5645,73.8456
CUST1054,Brandon Williams,49,Male,Mumbai,Monthly Pass,Credit Card,Daily,PMC,PCMC,20,02-06-2022,Aqua Line,18.5169,73.8535
CUST1055,Sarah Price,35,Female,Mumbai,Return,Credit Card,Daily,Kalyani Nagar,Anand Nagar,30,23-02-2024,Aqua Line,18.5515,73.9001
CUST1056,Hannah Tucker,26,Female,Nashik,Return,UPI,Occasionally,Yerwada,Swargate,10,23-03-2024,Aqua Line,18.5486,73.8925
CUST1057,Robert Welch,32,Male,Nashik,Monthly Pass,Credit Card,Weekly,Kasba Peth,Deccan Gymkhana,14,05-01-2024,Purple Line,18.52162948,73.85949608
CUST1058,Margaret Silva,64,Male,Mumbai,Return,Credit Card,Weekly,Kasarwadi,Garware College,10,04-06-2022,Purple Line,18.6069,73.8225
CUST1059,Lisa Cooper,23,Female,Aurangabad,Single,UPI,Occasionally,District Court,Sant Tukaram Nagar,20,23-05-2024,Interchange Station,18.5204,73.8567
CUST1060,Michael Newman,40,Male,Pune,Monthly Pass,Cash,Occasionally,Sant Tukaram Nagar,Bhosari,10,07-08-2022,Purple Line,18.627,73.8075
CUST1061,Desiree Watkins,43,Male,Nashik,Return,Credit Card,Daily,PCMC,Anand Nagar,10,27-10-2023,Purple Line,18.62910766,73.80377477
CUST1062,Daniel Mcdonald,61,Male,Nagpur,Single,Net Banking,Daily,Bhosari,PCMC,10,22-02-2022,Purple Line,18.6188,73.8136
CUST1063,Benjamin Jones,53,Female,Aurangabad,Monthly Pass,Cash,Daily,Sant Tukaram Nagar,Vanaz,10,08-12-2023,Purple Line,18.627,73.8075
CUST1064,Colton Adams,65,Female,Nashik,Return,Net Banking,Occasionally,Deccan Gymkhana,Ruby Hall Clinic,18,06-07-2022,Aqua Line,18.5204,73.8415
CUST1065,Charles Perez,30,Female,Mumbai,Monthly Pass,UPI,Weekly,District Court,Ideal Colony,18,16-09-2023,Interchange Station,18.5204,73.8567
CUST1066,James Hale,48,Female,Nagpur,Monthly Pass,Cash,Weekly,Kalyani Nagar,Yerwada,10,28-06-2022,Aqua Line,18.5515,73.9001
CUST1067,Lisa Hernandez,40,Male,Pune,Single,UPI,Weekly,Kasarwadi,Ramwadi,30,13-10-2023,Purple Line,18.6069,73.8225
CUST1068,Alyssa Camacho,51,Male,Nashik,Monthly Pass,Cash,Occasionally,Kasarwadi,Bhosari,10,02-08-2023,Purple Line,18.6069,73.8225
CUST1069,Jenny Holt,36,Male,Aurangabad,Return,Cash,Weekly,Mangalwar Peth,PMC,10,14-09-2022,Aqua Line,18.5282,73.8623
CUST1070,Jamie Landry,26,Female,Nagpur,Return,Cash,Weekly,Sant Tukaram Nagar,Bopodi,16,30-01-2022,Purple Line,18.627,73.8075
CUST1071,Kristi Watts,59,Female,Nagpur,Single,Net Banking,Weekly,Deccan Gymkhana,Mandai,16,17-07-2023,Aqua Line,18.5204,73.8415
CUST1072,Taylor Moss,49,Male,Nagpur,Monthly Pass,Credit Card,Weekly,Ruby Hall Clinic,Sant Tukaram Nagar,26,15-03-2023,Aqua Line,18.5341,73.8795
CUST1073,George Ruiz,47,Male,Nashik,Single,UPI,Daily,Sant Tukaram Nagar,Pune Railway Station,24,05-09-2024,Purple Line,18.627,73.8075
CUST1074,Marissa Young,38,Male,Aurangabad,Monthly Pass,UPI,Weekly,Dapodi,Kasba Peth,14,18-04-2023,Purple Line,18.5783,73.8381
CUST1075,Megan Wilson,31,Male,Mumbai,Return,Net Banking,Weekly,Kasarwadi,Yerwada,26,13-04-2022,Purple Line,18.6069,73.8225
CUST1076,Lisa Owens,38,Male,Nashik,Return,Cash,Weekly,District Court,Kasba Peth,10,05-07-2023,Interchange Station,18.5204,73.8567
CUST1077,Luis Park,62,Male,Pune,Single,Credit Card,Weekly,PCMC,District Court,22,02-12-2022,Purple Line,18.62910766,73.80377477
CUST1078,Barbara Carr,30,Female,Nagpur,Return,UPI,Occasionally,Sant Tukaram Nagar,Mandai,24,04-02-2023,Purple Line,18.627,73.8075
CUST1079,Katie Petersen,60,Female,Nagpur,Single,Net Banking,Daily,Ramwadi,Nal Stop,30,28-08-2022,Aqua Line,18.5583,73.9076
CUST1080,Lisa Howard,23,Female,Nashik,Monthly Pass,Credit Card,Daily,Deccan Gymkhana,Ideal Colony,12,12-09-2024,Aqua Line,18.5204,73.8415
CUST1081,David Schmidt,65,Female,Aurangabad,Monthly Pass,UPI,Daily,Ruby Hall Clinic,District Court,12,17-07-2022,Aqua Line,18.5341,73.8795
CUST1082,Alexandra Watson,57,Male,Pune,Monthly Pass,UPI,Occasionally,Ideal Colony,Shivaji Nagar,16,04-04-2023,Aqua Line,18.4942,73.8203
CUST1083,Jared Davis,31,Female,Aurangabad,Return,UPI,Occasionally,PCMC,Deccan Gymkhana,16,09-03-2023,Purple Line,18.62910766,73.80377477
CUST1084,Eric Spencer,62,Female,Pune,Return,Credit Card,Occasionally,Kalyani Nagar,Vanaz,30,31-03-2022,Aqua Line,18.5515,73.9001
CUST1085,Alexis Michael,63,Female,Mumbai,Return,UPI,Daily,Pune Railway Station,Phugewadi,18,03-08-2023,Aqua Line,18.5297,73.8726
CUST1086,Stephen Burke,41,Female,Nashik,Monthly Pass,Cash,Occasionally,Pune Railway Station,Chhatrapati Sambhaji Udyan,14,24-08-2024,Aqua Line,18.5297,73.8726
CUST1087,Christian King,28,Male,Pune,Single,Cash,Weekly,Bund Garden,Deccan Gymkhana,20,02-06-2022,Aqua Line,18.5371,73.8842
CUST1088,Deborah Burke,47,Female,Nagpur,Return,Cash,Daily,District Court,Shivaji Nagar,10,13-07-2024,Interchange Station,18.5204,73.8567
CUST1089,Shane Austin,47,Female,Mumbai,Return,Cash,Daily,Mandai,Shivaji Nagar,12,23-12-2022,Purple Line,18.51,73.856
CUST1090,Natalie Chavez,21,Male,Pune,Single,Cash,Daily,PMC,Chhatrapati Sambhaji Udyan,10,13-11-2024,Aqua Line,18.5169,73.8535
CUST1091,Stephanie Ortiz,49,Female,Nagpur,Return,UPI,Occasionally,Yerwada,Anand Nagar,30,16-04-2023,Aqua Line,18.5486,73.8925
CUST1092,Mark Taylor,45,Female,Mumbai,Single,Cash,Occasionally,PMC,Ramwadi,22,07-02-2023,Aqua Line,18.5169,73.8535
CUST1093,Rachel Williams,36,Female,Mumbai,Single,Cash,Daily,Kalyani Nagar,Bopodi,22,24-05-2022,Aqua Line,18.5515,73.9001
CUST1094,Mark Andrade,36,Male,Mumbai,Monthly Pass,Credit Card,Weekly,Bopodi,Ruby Hall Clinic,16,14-08-2024,Purple Line,18.5645,73.8456
CUST1095,Scott Huang,44,Female,Mumbai,Monthly Pass,Cash,Daily,Kasba Peth,District Court,10,05-09-2023,Purple Line,18.52162948,73.85949608
CUST1096,David Bird,62,Male,Mumbai,Monthly Pass,UPI,Occasionally,PCMC,Pune Railway Station,26,08-11-2024,Purple Line,18.62910766,73.80377477
CUST1097,Micheal Fields,54,Male,Pune,Monthly Pass,Cash,Daily,Vanaz,Kasba Peth,24,08-09-2022,Aqua Line,18.5005,73.8077
CUST1098,Jessica Cooper,63,Female,Mumbai,Monthly Pass,Net Banking,Occasionally,Anand Nagar,Ruby Hall Clinic,26,28-02-2023,Aqua Line,18.4956,73.8139
CUST1099,Michael Harris,61,Female,Aurangabad,Monthly Pass,Cash,Occasionally,Shivaji Nagar,Kasba Peth,10,11-12-2024,Purple Line,18.5308,73.8524
CUST1100,Kristen Davis,37,Female,Nagpur,Monthly Pass,Cash,Occasionally,Phugewadi,Shivaji Nagar,12,11-02-2024,Purple Line,18.592,73.829
CUST1101,Joanna Morgan,54,Male,Aurangabad,Monthly Pass,UPI,Daily,Garware College,Ramwadi,28,09-12-2022,Aqua Line,18.5161,73.8345
CUST1102,Sarah Wright,60,Female,Nagpur,Monthly Pass,Net Banking,Weekly,Bund Garden,Vanaz,30,23-08-2023,Aqua Line,18.5371,73.8842
CUST1103,Charles Braun,64,Female,Aurangabad,Return,UPI,Daily,Shivaji Nagar,Bopodi,10,29-12-2023,Purple Line,18.5308,73.8524
CUST1104,Kathryn Jackson,27,Male,Nagpur,Monthly Pass,Net Banking,Weekly,Vanaz,Kasba Peth,24,11-11-2024,Aqua Line,18.5005,73.8077
CUST1105,Tristan Wilson,22,Male,Nashik,Return,Cash,Weekly,Mangalwar Peth,Mandai,10,29-06-2024,Aqua Line,18.5282,73.8623
CUST1106,Todd Collier,50,Male,Nashik,Single,Credit Card,Weekly,Nal Stop,Bund Garden,24,24-12-2024,Aqua Line,18.5083,73.8296
CUST1107,Julie Fitzgerald,37,Female,Pune,Return,UPI,Weekly,Mangalwar Peth,Chhatrapati Sambhaji Udyan,12,27-03-2024,Aqua Line,18.5282,73.8623
CUST1108,Stacey Barrett,46,Female,Nashik,Monthly Pass,Credit Card,Occasionally,Yerwada,PMC,18,01-05-2023,Aqua Line,18.5486,73.8925
CUST1109,Christopher Adams,34,Male,Mumbai,Single,Net Banking,Daily,Kalyani Nagar,Kasarwadi,28,11-04-2023,Aqua Line,18.5515,73.9001
CUST1110,Michael Bailey,30,Male,Nashik,Return,Credit Card,Occasionally,Nal Stop,Swargate,22,14-12-2024,Aqua Line,18.5083,73.8296
CUST1111,Krystal Stephenson,64,Female,Nagpur,Single,UPI,Daily,Shivaji Nagar,Sant Tukaram Nagar,18,19-09-2024,Purple Line,18.5308,73.8524
CUST1112,Timothy Carey,59,Male,Aurangabad,Single,Cash,Daily,Mangalwar Peth,Anand Nagar,22,19-05-2022,Aqua Line,18.5282,73.8623
CUST1113,Bianca Lucero,38,Female,Nashik,Monthly Pass,Cash,Weekly,Swargate,District Court,12,19-09-2024,Purple Line,18.5018,73.8586
CUST1114,Samuel Mack,31,Female,Nashik,Monthly Pass,UPI,Occasionally,Sant Tukaram Nagar,Kasba Peth,22,02-10-2024,Purple Line,18.627,73.8075
CUST1115,James Cameron Jr.,22,Male,Aurangabad,Monthly Pass,Credit Card,Occasionally,Kasba Peth,Yerwada,14,06-11-2022,Purple Line,18.52162948,73.85949608
CUST1116,Susan Martin,57,Male,Nagpur,Monthly Pass,UPI,Daily,Kasba Peth,Swargate,10,25-12-2023,Purple Line,18.52162948,73.85949608
CUST1117,Brandon Hall,43,Female,Nagpur,Single,Net Banking,Daily,Yerwada,Ideal Colony,28,12-01-2023,Aqua Line,18.5486,73.8925
CUST1118,Amanda Anderson,18,Male,Pune,Return,Net Banking,Daily,Anand Nagar,Kasarwadi,10,05-07-2022,Aqua Line,18.4956,73.8139
CUST1119,Andres Martinez,63,Female,Aurangabad,Return,UPI,Occasionally,District Court,Pune Railway Station,10,25-11-2024,Interchange Station,18.5204,73.8567
CUST1120,Dawn Brown,30,Female,Pune,Monthly Pass,Credit Card,Occasionally,PMC,Mandai,12,16-10-2024,Aqua Line,18.5169,73.8535
CUST1121,Joseph Marquez,29,Female,Nagpur,Monthly Pass,UPI,Daily,PCMC,Bopodi,18,13-09-2024,Purple Line,18.62910766,73.80377477
CUST1122,Bobby Hendricks,26,Male,Aurangabad,Return,Credit Card,Weekly,District Court,Bhosari,18,19-12-2024,Interchange Station,18.5204,73.8567
CUST1123,Antonio Henry,51,Female,Aurangabad,Return,Credit Card,Weekly,District Court,Yerwada,16,24-03-2022,Interchange Station,18.5204,73.8567
CUST1124,Albert Torres,59,Female,Pune,Monthly Pass,Cash,Daily,Chhatrapati Sambhaji Udyan,Bhosari,14,31-07-2024,Aqua Line,18.5206,73.8441
CUST1125,Brittany Chapman,36,Male,Mumbai,Monthly Pass,Net Banking,Daily,Mangalwar Peth,Kasarwadi,18,09-07-2023,Aqua Line,18.5282,73.8623
CUST1126,Charles Werner,23,Male,Pune,Return,Credit Card,Occasionally,Kalyani Nagar,Bopodi,22,27-01-2024,Aqua Line,18.5515,73.9001
CUST1127,Julia Mann,28,Male,Pune,Monthly Pass,UPI,Occasionally,Phugewadi,Bopodi,10,26-10-2023,Purple Line,18.592,73.829
CUST1128,Ryan Alexander,18,Male,Mumbai,Single,UPI,Weekly,Vanaz,Phugewadi,14,21-08-2023,Aqua Line,18.5005,73.8077
CUST1129,Carlos Johnson,21,Male,Nagpur,Single,Cash,Occasionally,PMC,Deccan Gymkhana,10,14-08-2022,Aqua Line,18.5169,73.8535
CUST1130,James Martin MD,19,Female,Pune,Single,Credit Card,Daily,Bund Garden,Chhatrapati Sambhaji Udyan,18,03-02-2024,Aqua Line,18.5371,73.8842
CUST1131,John Mercer,47,Male,Nagpur,Single,UPI,Weekly,Kasba Peth,District Court,10,24-06-2023,Purple Line,18.52162948,73.85949608
CUST1132,Amanda Summers,38,Male,Mumbai,Monthly Pass,Net Banking,Weekly,Bund Garden,Chhatrapati Sambhaji Udyan,18,21-02-2022,Aqua Line,18.5371,73.8842
CUST1133,Nicole Martin,32,Female,Nagpur,Monthly Pass,UPI,Occasionally,Ruby Hall Clinic,Bopodi,16,20-11-2023,Aqua Line,18.5341,73.8795
CUST1134,Bonnie Atkinson,35,Female,Nashik,Monthly Pass,Credit Card,Weekly,District Court,Mangalwar Peth,10,06-04-2024,Interchange Station,18.5204,73.8567
CUST1135,Megan Johnson,47,Male,Nagpur,Monthly Pass,Credit Card,Occasionally,Vanaz,Ideal Colony,10,16-11-2023,Aqua Line,18.5005,73.8077
CUST1136,Thomas Morris,63,Female,Pune,Single,Net Banking,Occasionally,Shivaji Nagar,District Court,10,17-08-2022,Purple Line,18.5308,73.8524
CUST1137,Lynn Dawson,31,Female,Pune,Single,Cash,Occasionally,District Court,Nal Stop,16,20-02-2024,Interchange Station,18.5204,73.8567
CUST1138,James Nguyen,35,Female,Nagpur,Single,Net Banking,Daily,Chhatrapati Sambhaji Udyan,Sant Tukaram Nagar,16,24-05-2022,Aqua Line,18.5206,73.8441
CUST1139,Tiffany Brooks,37,Male,Mumbai,Return,UPI,Occasionally,Anand Nagar,Phugewadi,12,24-02-2024,Aqua Line,18.4956,73.8139
CUST1140,Courtney Freeman,29,Male,Nagpur,Single,Cash,Occasionally,Vanaz,Bhosari,10,04-09-2023,Aqua Line,18.5005,73.8077
CUST1141,Gregory Lin,27,Female,Mumbai,Return,Net Banking,Weekly,PCMC,Bopodi,18,07-12-2024,Purple Line,18.62910766,73.80377477
CUST1142,Mathew Rivera,47,Male,Nashik,Return,UPI,Weekly,Chhatrapati Sambhaji Udyan,Garware College,10,07-10-2023,Aqua Line,18.5206,73.8441
CUST1143,Gabrielle Lutz,29,Female,Aurangabad,Return,Net Banking,Daily,PMC,Kasba Peth,10,27-01-2024,Aqua Line,18.5169,73.8535
CUST1144,David Dunlap,30,Male,Mumbai,Single,UPI,Daily,Garware College,Kasarwadi,10,04-07-2023,Aqua Line,18.5161,73.8345
CUST1145,Raven Robinson,45,Male,Aurangabad,Monthly Pass,UPI,Weekly,Dapodi,Phugewadi,10,06-01-2022,Purple Line,18.5783,73.8381
CUST1146,Jeffrey Garcia,31,Male,Pune,Single,UPI,Occasionally,Chhatrapati Sambhaji Udyan,Garware College,10,22-10-2022,Aqua Line,18.5206,73.8441
CUST1147,Craig Rowland,59,Male,Mumbai,Return,UPI,Daily,Pune Railway Station,Dapodi,16,23-03-2022,Aqua Line,18.5297,73.8726
CUST1148,Cindy Haas,36,Male,Pune,Return,UPI,Daily,Nal Stop,Phugewadi,10,12-11-2024,Aqua Line,18.5083,73.8296
CUST1149,Alexander Lowery,49,Male,Mumbai,Monthly Pass,Net Banking,Daily,Phugewadi,Kasba Peth,16,07-09-2024,Purple Line,18.592,73.829
CUST1150,Brandi Castro,45,Female,Pune,Single,UPI,Weekly,Anand Nagar,Bund Garden,28,09-07-2024,Aqua Line,18.4956,73.8139
CUST1151,Kathy Sims,52,Male,Aurangabad,Single,Cash,Occasionally,Kalyani Nagar,Kasarwadi,28,24-09-2023,Aqua Line,18.5515,73.9001
CUST1152,Jeremiah Harris,36,Male,Mumbai,Single,Cash,Occasionally,Garware College,Bund Garden,22,25-08-2023,Aqua Line,18.5161,73.8345
CUST1153,Patricia Smith,60,Female,Pune,Return,Credit Card,Weekly,Nal Stop,Bhosari,10,12-03-2023,Aqua Line,18.5083,73.8296
CUST1154,Jeffrey Walsh,38,Female,Nashik,Monthly Pass,Credit Card,Occasionally,Kasarwadi,Nal Stop,10,06-08-2022,Purple Line,18.6069,73.8225
CUST1155,Tiffany Logan,20,Male,Nashik,Return,UPI,Daily,Nal Stop,Bhosari,10,13-06-2024,Aqua Line,18.5083,73.8296
CUST1156,Darius Green,39,Male,Aurangabad,Monthly Pass,Net Banking,Daily,Ramwadi,District Court,20,11-08-2023,Aqua Line,18.5583,73.9076
CUST1157,Ryan Keith,49,Female,Nashik,Monthly Pass,Net Banking,Daily,Bund Garden,Garware College,22,27-12-2024,Aqua Line,18.5371,73.8842
CUST1158,Joshua Brown,44,Male,Aurangabad,Single,Cash,Weekly,Mandai,Kalyani Nagar,14,31-12-2022,Purple Line,18.51,73.856
CUST1159,Lawrence Curtis,59,Female,Pune,Monthly Pass,Net Banking,Occasionally,Kalyani Nagar,Kasba Peth,16,30-11-2023,Aqua Line,18.5515,73.9001
CUST1160,Carrie Velasquez,29,Female,Nagpur,Single,Credit Card,Occasionally,Anand Nagar,Ideal Colony,10,12-10-2022,Aqua Line,18.4956,73.8139
CUST1161,Jeffrey Nelson,32,Male,Nashik,Single,Net Banking,Occasionally,Ideal Colony,Garware College,10,23-08-2023,Aqua Line,18.4942,73.8203
CUST1162,Kevin Sanders,57,Male,Nashik,Return,Credit Card,Daily,Anand Nagar,Kasba Peth,22,31-03-2022,Aqua Line,18.4956,73.8139
CUST1163,Tracy Stout,48,Male,Nagpur,Single,Credit Card,Daily,Ideal Colony,Ramwadi,30,09-11-2022,Aqua Line,18.4942,73.8203
CUST1164,Melissa Ramirez,44,Female,Pune,Single,Net Banking,Weekly,Ramwadi,Bund Garden,12,30-10-2023,Aqua Line,18.5583,73.9076
CUST1165,Sarah Rodriguez,64,Female,Pune,Single,Cash,Weekly,Vanaz,PCMC,10,25-08-2024,Aqua Line,18.5005,73.8077
CUST1166,Joseph Coleman,28,Female,Pune,Single,UPI,Daily,Mangalwar Peth,Swargate,10,06-02-2023,Aqua Line,18.5282,73.8623
CUST1167,Danielle Villegas,40,Male,Nashik,Return,Net Banking,Daily,Anand Nagar,Bund Garden,28,15-07-2024,Aqua Line,18.4956,73.8139
CUST1168,Margaret Lee,41,Male,Nashik,Return,UPI,Weekly,PMC,Shivaji Nagar,10,21-07-2022,Aqua Line,18.5169,73.8535
CUST1169,Francisco Smith,20,Female,Mumbai,Return,Credit Card,Occasionally,Vanaz,Ruby Hall Clinic,28,22-07-2022,Aqua Line,18.5005,73.8077
CUST1170,Kristina Martin,31,Female,Mumbai,Monthly Pass,Net Banking,Weekly,Pune Railway Station,Mangalwar Peth,10,05-02-2022,Aqua Line,18.5297,73.8726
